"code","country","year","prev_sfi","prev_msfi","n_msfi","n_sfi","oecd_food_aid","oecd_tot_aid","cpi","food_exp_shr_merch","food_imp_shr_merch","food_prod","fdi_netin","gdp","gdp_grw","gdp_pc_grw","gdp_pc","infl","remmit_gdp","pop_growth","pop","log_gdp","log_gdp_pc","gov_score","e_pt_coup","subreg","reg","disast_affect","prec_z","net_dens","food_exp","food_imp","ad_sdg2_aid","ad_sdg2_proj","ad_tot_aid","ad_tot_proj","ad_exc2_aid","ad_exc2_proj","fight","oecd_dnr","social.infrastructure.and.services","health","production.sectors","agriculture..forestry..fishing","agriculture","forestry","fishing","industry..mining..construction","sector.allocable","food.security.policy.and.administrative.management","household.food.security.programmes","food.safety.and.quality","cntr.x","gdp_deflate_2015","gdp_deflate_2020","cntr.y","dod_totl_gd_zs_Central.government.debt..total....of.GDP.","prm_uner_zs_Children.out.of.school....of.primary.school.age.","xpd_chex_gd_zs_Current.health.expenditure....of.GDP.","clc_mdat_zs_Droughts..floods..extreme.temperatures....of.population..average.1990.2009.","exp_gnfs_zs_Exports.of.goods.and.services....of.GDP.","exp_gnfs_kd_zg_Exports.of.goods.and.services..annual...growth.","exp_gnfs_kd_Exports.of.goods.and.services..constant.2015.US..","exp_gnfs_kn_Exports.of.goods.and.services..constant.LCU.","hou_fema_zs_Female.headed.households....of.households.with.a.female.head.","klt_dinv_cd_Foreign.direct.investment..net..BoP..current.US..","gdp_mktp_kn_GDP..constant.LCU.","gdp_defl_zs_GDP.deflator..base.year.varies.by.country.","gdp_defl_zs_ad_GDP.deflator..linked.series..base.year.varies.by.country.","gdp_pcap_pp_kd_GDP.per.capita..PPP..constant.2021.international...","gdp_mktp_pp_kd_GDP..PPP..constant.2021.international...","pov_gini_Gini.index","hiv_incd_tl_p3_Incidence.of.HIV..all..per.1.000.uninfected.population.","mlr_incd_p3_Incidence.of.malaria..per.1.000.population.at.risk.","dst_frst_10_Income.share.held.by.lowest.10.","dst_04th_20_Income.share.held.by.fourth.20.","dst_10th_10_Income.share.held.by.highest.10.","dst_05th_20_Income.share.held.by.highest.20.","dst_frst_20_Income.share.held.by.lowest.20.","dst_03rd_20_Income.share.held.by.third.20.","dst_02nd_20_Income.share.held.by.second.20.","gdp_defl_kd_zg_Inflation..GDP.deflator..annual...","gdp_defl_kd_zg_ad_Inflation..GDP.deflator..linked.series..annual...","dyn_le00_ma_in_Life.expectancy.at.birth..male..years.","dyn_le00_in_Life.expectancy.at.birth..total..years.","dyn_le00_fe_in_Life.expectancy.at.birth..female..years.","dyn_imrt_in_Mortality.rate..infant..per.1.000.live.births.","dyn_mort_Mortality.rate..under.5..per.1.000.live.births.","oda_oatl_kd_Net.official.aid.received..constant.2021.US..","oda_alld_kd_Net.official.development.assistance.and.official.aid.received..constant.2021.US..","oda_odat_kd_Net.official.development.assistance.received..constant.2021.US..","pov_dday_Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","pov_umic_Poverty.headcount.ratio.at..6.85.a.day..2017.PPP.....of.population.","pov_lmic_Poverty.headcount.ratio.at..3.65.a.day..2017.PPP.....of.population.","pov_nahc_Poverty.headcount.ratio.at.national.poverty.lines....of.population.","pov_sopo_Poverty.headcount.ratio.at.societal.poverty.line....of.population.","dst_50md_Proportion.of.people.living.below.50.percent.of.median.income....","gdp_totl_rt_zs_Total.natural.resources.rents....of.GDP.","Var.84","Data.from.database..World.Development.Indicators","Last.Updated..11.13.2024","ec_dwntrn","cntr","e_pt_coup_attempts","e_autoc","e_democ","e_p_polity","e_polcomp","e_polity2","e_regiongeo","e_regionpol","e_regionpol_6C","e_regionpol_7C","Number_of_Events.x","Area.x","Average.dietary.energy.supply.adequacy..percent...3.year.average.","Dietary.energy.supply.used.in.the.estimation.of.prevalence.of.undernourishment..kcal.cap.day.","Prevalence.of.undernourishment..percent...3.year.average.","Prevalence.of.severe.food.insecurity.in.the.male.adult.population..percent...3.year.average.","Prevalence.of.severe.food.insecurity.in.the.female.adult.population..percent...3.year.average.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.male.adult.population..percent...3.year.average.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.female.adult.population..percent...3.year.average.","Number.of.severely.food.insecure.male.adults..million...3.year.average.","Number.of.severely.food.insecure.female.adults..million...3.year.average.","Number.of.moderately.or.severely.food.insecure.male.adults..million...3.year.average.","Number.of.moderately.or.severely.food.insecure.female.adults..million...3.year.average.","Value.of.food.imports.in.total.merchandise.exports..percent...3.year.average.","Percentage.of.children.under.5.years.affected.by.wasting..percent.","Number.of.children.under.5.years.affected.by.wasting..million.","Percentage.of.children.under.5.years.of.age.who.are.stunted..modelled.estimates...percent.","Number.of.children.under.5.years.of.age.who.are.stunted..modeled.estimates...million.","Percentage.of.children.under.5.years.of.age.who.are.overweight..modelled.estimates...percent.","Number.of.children.under.5.years.of.age.who.are.overweight..modeled.estimates...million.","Area.y","Prevalence.of.unaffordability..PUA...percent","Number.of.people.unable.to.afford.a.healthy.diet..NUA...million","country.x","bd_best","bd_high","bd_low","Number_of_Events.y","Category","Total.Four.wheeled.Vehicles.in.Use.Rate.by.Network","Entity","Annual.precipitation","country.y","na_prev","change_msfi","change_sfi","change_abs_msfi","change_abs_sfi","ad_sdg2_aid_gdp","ad_exc2_aid_gdp","ad_sdg2_aid_lag","ad_exc2_aid_lag","ad_sdg2_aid_gdp_lag","ad_exc2_aid_gdp_lag","food_imp_gdp","food_exp_gdp","food_imp_net","food_imp_net_gdp"
"PER","Peru",2017,16.7,42.6,13.3,5.2,88.48,462348.609,125.526380202401,19.4164203608728,12.1234600846274,103.96,3.5133314939664,202276318741.548,2.51883544233135,0.985513944113038,6400.03823201922,2.99490045809443,1.44603009584977,1.50694618507609,31.605486,26.0329005141669,8.76405924308292,-0.13284672498703,0,"Latin America and the Caribbean","Americas",14.5987292202803,1.57782615476315,0.13,5965306,4958708000,196.735505212493,254,1552976518,2565,1148.7122339552,2311,0,"DAC",202358.939,16411.363,55244.79,43945.587,42425.624,987.422,532.541,6911.339,425114.692,NA,NA,NA,"Peru",125.266007054835,144.587680217236,"Peru",23.8805765708992,4.11062002182007,4.8808279,NA,24.7198719746973,8.80685924697397,49128023511.3109,1.43019e+11,NA,-5991891492.2275,5.14215e+11,133.79403556878,133.79403556878,14938.2710310634,472131315936.481,43.3,0.17,5.86077753261201,1.7,22.2,32.3,48.4,4.7,14.9,9.7,3.61565826105974,3.61565826105974,73.729,75.879,78.1,12.8,16.5,NA,41689998.626709,41689998.626709,4.5,32.6,12.4,21.7,27.5,20,5.8962563954339,NA,NA,NA,1,"Peru",0,0,9,9,9,9,18,2,2,2,3,"Peru",119,2743,6.4,15,18.4,37.8,47.5,1.6,2.1,4.2,5.4,9,0.5,NA,13.2,0.4,8.2,0.2,"Peru",33.5,10.5,NA,NA,NA,NA,NA,"Peru",16.71,"Peru",2360.0337,"Peru",0,-0.145161290322581,-0.237037037037037,-0.166666666666667,-0.268292682926829,0.0972607700379723,0.567892594200772,73.3946152475421,940.32894526936,0.0371982767420736,0.476582869420836,0.0245145256293488,2.94908768219278e-05,4952742694,2.44850347525268
"PRY","Paraguay",2017,1.5,10.6,0.7,NA,2.178,81774.199,134.610557401255,61.7738991660524,8.75106988845847,110.54,1.50426535522967,39573101423.9502,4.81007885554041,3.34581598704227,6226.6854198333,3.60247741348943,1.8054641700678,1.40691381584073,6.355404,24.4014154674364,8.73659943486072,-0.510677392780781,0,"Latin America and the Caribbean","Americas",1e-20,0.121539858844253,0.19,5647451,1062643000,39.5569249705221,78,535327965,760,428.986889990668,682,0,"DAC",39439.437,6628.606,10689.201,6889.321,6167.636,707.288,14.397,3762.431,76501.466,NA,NA,NA,"Paraguay",101.603888060907,116.086054057161,"Paraguay",NA,NA,6.60902548,NA,38.1692845403814,8.47843133796822,14895027157.67,78093586713500,NA,-155348351.949716,202722981633400,108.089509850963,108.089509850963,15279.9735619143,97110405095.2844,48.5,NA,0,1.8,19.8,39.1,53.9,4.7,12.9,8.7,2.15920929174615,2.15920929174615,70.986,73.644,76.459,17.7,20.8,NA,159809997.558594,159809997.558594,1,21,5.2,26.4,23.9,18,1.68483913659766,NA,NA,NA,1,"Paraguay",0,0,9,9,9,9,18,2,2,2,NA,"Paraguay",131,3094,2.6,1.4,1.5,10.4,11,NA,NA,0.2,0.2,8,NA,NA,5.5,NA,12.5,0.1,"Paraguay",24,1.5,NA,NA,NA,NA,NA,"Paraguay",9.13,"Paraguay",1453.002,"Paraguay",0,-0.27710843373494,-0.25,-0.4,NA,0.0999591226038747,1.08403656664382,24.753683171794,406.258904838869,0.0655605800871246,1.07598409828342,0.026852659047766,0.000142709335300722,1056995549,2.67099497124653
"SEN","Senegal",2017,7.2,37.1,5.5,1.1,18434.45,608202.062,106.870560070658,34.2316250812749,23.9899933080167,134.25,2.80185380597297,20304894471.3123,7.4074861863013,4.52749063133484,1339.56800118014,1.3181531484778,10.2345864455545,2.7179778377713,15.157793,23.7341278008937,7.20010245378804,-0.105022776126861,0,"Sub-Saharan Africa","Africa",1e-20,-0.784057157219451,0.24,658382,2007009000,212.1719880145,425,1464469450,2245,1189.82658379293,1820,0,"DAC",340298.079,124193.127,99093.88,92222.057,89278.1,910.287,2033.67,2682.03,531088.465,NA,NA,NA,"Senegal",101.069784619646,105.57329719868,"Senegal",NA,NA,4.16359377,NA,21.9300831477167,8.1827458702687,4541516164.09235,2623115833400,30.3,-505877698.327787,11877428237600,102.646766253698,102.646766253698,3952.46980930354,59910719208.1725,NA,0.12,53.1535824509544,NA,NA,NA,NA,NA,NA,NA,0.598916826886537,0.598916826886537,65.295,67.75,70.066,33,45.9,NA,1005700012.20703,1005700012.20703,NA,NA,NA,NA,NA,NA,3.21232528542185,NA,NA,NA,1,"Senegal",0,0,7,7,9,7,6,4,4,4,NA,"Senegal",114,2615,8.5,7.7,6.6,41.4,32.8,0.3,0.3,1.7,1.4,50,9,0.2,18.5,0.4,1.9,NA,"Senegal",54.3,8.4,NA,NA,NA,NA,NA,"Senegal",NA,"Senegal",445.92822,"Senegal",0,0.0487179487179487,0.04,0.0178571428571428,0,1.04493026700664,5.8598018594678,181.176397378022,792.648178471406,0.958374909367656,4.19289784539631,0.0988436065420382,3.24247929941322e-05,2006350618,9.88111817490441
"SLE","Sierra Leone",2017,32,81.5,6.1,2.4,2506.271,323670.013,175.786321842126,73.3469370743281,32.5675100405142,84.47,11.1232899546601,4691637090.59349,3.75380321400363,1.27194946638203,611.083994807401,18.2215094003386,1.70877422644125,2.42113485779471,7.677565,22.2690474183254,6.41523442076653,-0.753065836429596,0,"Sub-Saharan Africa","Africa",1e-20,0.715061580715797,0.182139846561777,0,0,40.1714646479117,121,639383822,1038,366.881078996969,917,0,"DAC",228394.824,80269.391,16407.256,10937.55,10922.287,NA,15.263,5220.534,267283.108,NA,NA,NA,"Sierra Leone",254.06193854925,399.071559263039,"Sierra Leone",NA,NA,9.3997612,NA,26.1923724759545,23.2750231304213,1225672122.4001,3881920000,NA,-413724476.112753,9373600000,293.014178117266,293.014178117266,1602.51062762927,12303379506.8145,NA,0.64,363.914079529122,NA,NA,NA,NA,NA,NA,NA,8.95600062684576,8.95600062684576,57.491,58.652,59.794,87.4,121,NA,612750000,612750000,NA,NA,NA,NA,NA,NA,14.9365306672881,NA,NA,NA,1,"Sierra Leone",0,1,8,7,8,7,6,4,4,4,NA,"Sierra Leone",106,2348,24.9,31.1,32.8,79.8,83.2,0.7,0.7,1.7,1.8,61,6.8,0.1,30.5,0.3,4.1,NA,"Sierra Leone",62.2,4.6,NA,NA,NA,NA,NA,NA,NA,"Sierra Leone",2615.5674,"Sierra Leone",0,-0.0751978891820581,-0.198501872659176,-0.109090909090909,-0.2,0.856235550026953,7.81989467455929,26.6275848802467,475.895322980901,0.588859101499646,10.5242474508571,0,0,0,0
"SLV","El Salvador",2017,13.7,41.6,2.6,0.9,5056.57,194285.962,109.945860865916,18.734669410049,16.957163297771,104.04,2.01688451540263,24573529736.8617,2.24761908134138,1.98421127831776,3921.31586279722,1.0123540331558,20.0020638968604,0.257949946994399,6.266654,23.9249356735953,8.27418255574183,-0.361858892440796,0,"Latin America and the Caribbean","Americas",1e-20,0.350661157656233,0.543174746671424,993306,1837061000,40.754109267974,114,460403805,1004,397.919403072855,890,0,"DAC",108616.858,2795.843,12873.601,8126.979,7668.004,2.513,456.462,860.553,148964.023,NA,NA,NA,"El Salvador",101.307617777231,106.326029240361,"El Salvador",54.4770028852817,12.0924797058105,8.42286873,NA,29.0297643758665,3.39163204174315,7159965917.89311,7144411400,NA,-888844522.33331,24256349400,102.980005721718,102.980005721718,9979.47653002228,62537926514.7702,38,0.15,0,2.5,22.2,29.1,44.7,6.4,15.7,11,0.986566456267596,0.986566456267596,66.908,72.311,77.494,12.2,14.2,NA,169059997.558594,169059997.558594,2.2,36.3,9.7,NA,24.8,14.5,0.88816041131789,NA,NA,NA,1,"El Salvador",0,0,8,8,9,8,17,2,2,2,NA,"El Salvador",117,2727,8.5,12.2,15.1,37.5,45.6,0.3,0.4,0.8,1.1,28,NA,NA,11.8,0.1,6.7,NA,"El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Salvador",1662.4603,"El Salvador",0,0.014218009478673,0.00724637681159431,0,0,0.165845565144191,1.61930096056145,24.5166525694832,313.674229356663,0.102010959756986,1.30516224011494,0.0747577177422869,4.04217876160454e-05,1836067694,7.47172959546708
"SRB","Serbia",2017,2.3,12.8,1.2,0.2,NA,361752.277,138.665453442523,NA,NA,90.75,6.55200660992173,41840952822.739,2.10116384741241,2.64598586238259,5959.52130391171,3.13106248590115,8.12517966730429,-0.532191341024444,7.020858,24.4571414294538,8.6927454386981,-0.0942743532359599,0,"Southern Europe","Europe",1e-20,-0.692498453939329,0.5,3146421,1669433000,13.0801366572412,33,2896639306,1529,2575.31202530917,1496,0,"DAC",123147.086,1566.576,6055.863,566.079,321.788,244.291,NA,4260.724,346482.668,NA,NA,NA,"Serbia",100,111.90882697618,"Serbia",NA,0.622420012950897,8.22039318,NA,50.4715286434326,8.23086272615177,21718228031.6612,2363191340600,NA,-2745109621.57944,4552773700000,104.566725993871,104.566725993871,18881.0498745186,132561170059.913,36.1,0.02,NA,1.4,23.8,25.5,41.4,5.2,17.4,12.1,2.97079316981832,2.97079316981832,73.1,75.5390243902439,78.1,5.1,5.9,NA,1891380004.88281,1891380004.88281,5.4,21.7,9,24.3,23.9,18.2,1.52263044010001,NA,NA,NA,1,"Serbia",0,1,9,8,8,8,3,1,1,1,1,"Serbia",134,3335,NA,2.2,2.4,11.6,13.9,NA,NA,0.4,0.5,8,NA,NA,5.4,NA,11.2,NA,"Serbia",24.2,1.7,NA,NA,NA,NA,NA,"Serbia",49.99,"Serbia",679.54614,"Serbia",0,-0.12280701754386,-0.352941176470588,-0.0909090909090908,0,0.0312615649855198,6.15500329598036,6.73039223403099,1560.2024462035,0.0164236431984573,3.80723847924382,0.0398994976780912,7.51995542102004e-05,1666286579,3.9824298123881
"TCD","Chad",2017,35.4,71.3,10.4,5.2,14857.734,245634.349,113.981125136835,NA,NA,108.64,3.63367309483069,9958586279.1443,-2.98869598553931,-6.16090513543264,660.126133751546,-1.53709962980849,0,3.32459491646661,15.085884,23.0217009586236,6.49243092850571,-1.37840161323547,0,"Sub-Saharan Africa","Africa",14.4503928303922,-0.832567803441197,0,709414.658634067,1695223146.72197,133.582037804169,171,734822683,956,595.9895592041,785,0,"DAC",53420.922,11924.096,13186.636,12484.787,12484.787,NA,NA,701.849,72487.206,NA,NA,NA,"Chad",115.12519998869,115.953812735451,"Chad",NA,33.1854095458984,4.64740467,NA,33.8729624845644,1.29999904786389,3198189639.68465,2.127847e+12,NA,NA,5114112900000,113.544550414599,113.544550414599,1954.67525383342,29488004137.0016,NA,0.4,211.404322842109,NA,NA,NA,NA,NA,NA,NA,0.0282519135155042,0.0282519135155042,50.898,52.308,53.752,72.4,121.2,NA,725080017.089844,725080017.089844,NA,NA,NA,NA,NA,NA,16.8846139020106,NA,NA,NA,0,"Chad",0,3,1,-2,6,-2,7,4,4,4,1,"Chad",107,2344,26.1,35.5,35.3,69.8,72.7,1.3,1.3,2.6,2.8,9,13.5,0.4,35.7,1,2.9,0.1,"Chad",63,9.8,"Chad",3,3,3,1,"Chad",4.21,"Chad",267.14755,NA,0,-0.0500736377025036,-0.0925925925925926,-0.0833333333333334,-0.130434782608696,1.34137551314811,5.98468038030907,136.554672869347,564.017727634061,1.33024372265234,5.4943637290809,0.170227289215958,7.12364826441031e-05,1694513732.06333,17.0156052733314
"TGO","Togo",2017,16.3,62.2,4.8,1.3,2165.369,82997.816,111.503213533868,19.6678707209023,19.3969301241103,105.89,1.38645438370373,6238457455.22368,4.00813326162304,1.4725493020598,794.425100263497,-0.981889868943119,6.31882644115966,2.46807888446754,7.852795,22.5539987860796,6.67761870873671,-0.818667471408844,0,"Sub-Saharan Africa","Africa",9.68408698750075,-0.404661221721295,0.02,226969,277724000,14.2214511339571,75,412056330,845,385.903999983677,770,0,"DAC",44024.34,6658.52,14181.231,13928.701,4791.991,882.245,8254.465,182.489,75842.741,NA,NA,NA,"Togo",98.5631806922436,101.502122386193,"Togo",NA,8.26955032348633,6.49392271,NA,24.872603736957,2.28636327381588,1626179443.24202,956684355700,27.4,-121134497.082163,3742015019300,99.1150484664224,99.1150484664224,2451.38440337829,19250219185.927,NA,0.52,272.994265099242,NA,NA,NA,NA,NA,NA,NA,-0.88495153357762,-0.88495153357762,59.814,60.154,60.479,48.1,71,NA,385720001.220703,385720001.220703,NA,NA,NA,NA,NA,NA,7.77733835842081,NA,NA,NA,1,"Togo",0,3,1,-2,7,-2,6,4,4,4,1,"Togo",106,2377,20.7,18,14.7,64.1,60.3,0.4,0.3,1.4,1.4,22,5.7,0.1,25.1,0.3,1.8,NA,"Togo",62.4,5,NA,NA,NA,NA,NA,"Togo",17.73,"Togo",1274.2311,"Togo",0,-0.0298013245033113,-0.0124223602484472,-0.0666666666666666,-0.0833333333333334,0.227964224105576,6.18588814227699,9.86475525199281,203.149970564223,0.164466101789865,3.38693488930444,0.0445180562652474,3.63822309647958e-05,277497031,4.44816740342826
"TJK","Tajikistan",2017,7.1,24.5,2.1,0.6,30.303,121090.384,127.930880541938,2.34647286713013,22.8542706187324,131.87,2.46572647891725,9469953672.84779,7.10000041864309,4.69765772352821,1060.99682347512,2.66269505150022,29.6849721562403,2.26862350493592,8.925525,22.9713898521417,6.96696414471235,-1.34702243804932,0,"Central Asia","Asia",6.5510803350434,-0.36679139084269,0.1,155820,640458000,19.07238712293,85,447792742,1008,356.48709608075,923,0,"DAC",64582.603,20070.249,17198.77,13929.48,12061.949,1856.886,10.645,2389.185,113643.582,NA,NA,NA,"Tajikistan",931.186409717782,1110.28621129111,"Tajikistan",NA,4.00798988342285,6.85,NA,14.9285396132184,6.79999993367669,996719350.720901,3864704100,20.9,-63102921.4607952,6267749600,1028.02926268784,1028.02926268784,3372.25233803006,30099122549.3957,NA,0.12,0,NA,NA,NA,NA,NA,NA,NA,9.80546714084267,9.80546714084267,67.682,69.905,72.34,31.1,35.6,NA,361329986.572266,361329986.572266,NA,NA,NA,NA,NA,NA,4.54778525164425,NA,NA,NA,1,"Tajikistan",0,4,1,-3,6,-3,11,1,1,7,1,"Tajikistan",111,2599,14.2,7.3,6.9,22.9,26,0.2,0.2,0.6,0.7,60,5.6,0.1,18.1,0.2,3.6,NA,"Tajikistan",37.8,3.4,NA,NA,NA,NA,NA,"Tajikistan",31.12,"Tajikistan",725.5938,"Tajikistan",0,-0.282722513089005,-0.448979591836735,-0.3125,-0.5,0.201398948525105,3.76440168976611,16.5492135505873,379.370167343318,0.187162560602381,4.29046925517553,0.0676305314815128,1.64541459634345e-05,640302180,6.76140773355493
"TUN","Tunisia",2017,9.3,19.4,2.3,1.1,NA,629726.533,135.633145958134,10.5706760037069,11.0509034625033,93.75,1.9233125677007,47326964919.9643,2.23783867965943,1.14914304799336,4006.87408980971,5.30884839565844,4.48331805727787,1.07057592442396,11.811443,24.5803460528833,8.29576668758435,-0.0633187264204024,0,"Northern Africa","Africa",7.60090245954208,-0.0893023452152904,0.13,1289869,2196548000,66.2909385093856,76,2458749343,1335,1754.00776489216,1259,0,"DAC",310730.639,1995.419,76084.28,19946.157,19093.834,384.892,467.431,54898.346,593384.884,NA,NA,NA,"Tunisia",100.000018485074,135.073974008059,"Tunisia",NA,0.910799980163574,6.18557453,NA,41.7207863819275,4.82896449805683,18526056310.3746,36341126100,NA,-810936482.841998,92837740400,109.881498149862,109.881498149862,12663.6466144683,149575940158.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71388569389377,4.71388569389377,72.825,75.845,79.133,14,16.3,NA,924669982.910156,924669982.910156,NA,NA,NA,NA,NA,NA,2.51025972718522,NA,NA,NA,1,"Tunisia",0,0,7,7,9,7,5,3,3,3,1,"Tunisia",142,3349,3.1,9.2,9.5,19.1,19.8,0.4,0.4,0.8,0.9,14,NA,NA,8.7,0.1,16.3,0.2,"Tunisia",7.7,0.9,NA,NA,NA,NA,NA,"Tunisia",91.96,"Tunisia",201.1229,"Tunisia",0,-0.0659340659340659,-0.0219780219780221,-0.0952380952380951,0,0.140070124127951,3.70614884740317,31.3645383149334,1439.88659717846,0.0677550866388111,3.11050780222833,0.0464121881408333,2.72544204383553e-05,2195258131,4.63849337203949
"TZA","Tanzania",2017,24.8,55,29.9,13.5,26359.356,1602745.928,175.03783564472,39.9642973608992,10.2785536416025,96.03,1.76011643802415,54096327104.7372,6.76227716834148,3.24006236069334,990.952087402344,5.31871605228931,0.755768361208259,3.37115080503874,56.267032,24.714032129639,6.898666185434,-0.505505645275116,0,"Sub-Saharan Africa","Africa",1e-20,0.0895709153768586,0.16,1558219,787897000,250.798603182193,516,3135010010,3150,2283.13457501267,2634,0,"DAC",1045935.93,223704.476,141393.712,122936.816,114783.19,7193.293,960.333,8865.771,1486103.164,NA,NA,NA,"Tanzania",100.000000148067,123.721100525439,"Tanzania",NA,16.9483604431152,4.08257437,NA,15.6634915658043,0.0701315731665346,8115467906.6538,16149030632000,25.4,-937700000,107646688058900,110.307279272753,110.307279272753,3283.146484375,179227797329.556,NA,1.6,124.198447147523,NA,NA,NA,NA,NA,NA,NA,2.63812393333545,2.63812393333545,63.862,65.999,68.207,36.1,50.2,NA,2891070068.35938,2891070068.35938,NA,NA,NA,NA,NA,NA,5.13616759488345,NA,NA,NA,1,"Tanzania",0,1,4,3,6,3,8,4,4,4,1,"United Republic of Tanzania",111,2354,22.5,23.5,26.2,52.9,57.2,3.4,4.1,7.7,8.9,16,NA,NA,34.1,3.3,4.6,0.4,"United Republic of Tanzania",76.4,42.5,"Tanzania",1,1,1,1,"Tanzania",5.82,"Tanzania",1048.9807,"United Republic of Tanzania",0,-0.124744376278119,-0.203883495145631,-0.163424124513619,-0.25,0.463614845230835,4.22049831699708,225.126199489153,1987.23596381865,0.444299770318632,3.92192683169287,0.014564704152179,2.88045248799072e-05,786338781,1.45358996272991
"UGA","Uganda",2017,24,71.3,27.7,9.3,3636.663,1451509.626,166.778774735588,59.7097370535436,14.9376122057273,103.98,2.61088918011351,34998276801.8745,3.13140551723596,-0.412239332308602,872.185876494007,5.20971705914209,3.7917038905646,3.49646846553214,40.127085,24.2785646629916,6.77100256231036,-0.574571436643601,0,"Sub-Saharan Africa","Africa",2.63905732961526,-0.98047166004283,0.111548484426851,1624542,931923000,273.859179575065,508,2330833528,2732,1649.7370697074,2224,0,"DAC",903887.667,138380.309,119265.33,97584.892,97199.773,214.54,170.579,11577.6,1170788.963,NA,NA,NA,"Uganda",91.1973389654348,110.504382301799,"Uganda",NA,11.5400381088257,3.99788952,NA,16.6611294211705,32.854663645406,5703367875.30518,18080326852000,NA,-802400008.7555,108518040920000,100,100,2547.03649134017,102205149786.109,NA,1.7,294.903259896108,NA,NA,NA,NA,NA,NA,NA,4.64905081962502,4.64905081962502,60.1,62.115,64.028,35.9,50,NA,2247110107.42188,2247110107.42188,NA,NA,NA,NA,NA,NA,12.1305147407764,NA,NA,NA,1,"Uganda",0,2,1,-1,6,-1,8,4,4,4,1,"Uganda",96,2054,37.5,25.1,22.9,73.4,69.4,2.5,2.4,7.2,7.2,27,NA,NA,27.3,1.9,3.6,0.3,"Uganda",74.3,29.8,NA,NA,NA,NA,NA,NA,NA,"Uganda",1432.4688,"Uganda",0,-0.0754147812971342,-0.116279069767442,-0.112449799196787,-0.148148148148148,0.782493324243887,4.71376656355562,236.029496813235,1431.88110648957,0.695521493463104,4.21940519762776,0.0266276824220696,4.64177710576022e-05,930298458,2.6581264651012
"UKR","Ukraine",2017,2.2,22.3,10,1,NA,855115.396,235.299204427534,40.7651810705386,8.41159975644233,100.01,3.28306130596563,95453762636.0202,2.35997228099491,2.81064547083641,2246.73876953125,14.4383227488749,10.8233966749932,-0.350266732307706,44.880758,25.28190780631,7.71723500798643,-0.473235737346113,0,"Eastern Europe","Europe",1e-20,-0.877621198452193,0.29,17585809,3709287000,83.1239387956247,86,1868710174,2601,865.55083688002,2515,0,"DAC",528100.021,10813.986,33216.608,11870.191,11398.678,92.191,379.322,10917.458,661241.815,NA,NA,NA,"Ukraine",85.3991859536416,168.22027077639,"Ukraine",65.0650051136663,16.460880279541,7.44,NA,48.1249163515559,3.92422146123185,48854712474.1678,1.2221e+12,NA,-3.446e+09,2.441661e+12,122.098317497802,122.098317497802,16523.533203125,702010109292.324,26,NA,NA,4.2,22.4,21.7,36,9.8,17.8,14,22.0983174978017,22.0983174978017,67.02,71.7809756097561,76.78,7.6,8.9,NA,1326869995.11719,1326869995.11719,0,10.8,0.6,NA,11.1,5.9,2.95421204623726,NA,NA,NA,1,"Ukraine",0,1,5,4,6,4,4,1,1,1,1,"Ukraine",123,3035,NA,1.7,2.6,19.7,24.8,0.3,0.5,3.4,5.1,7,NA,NA,16.6,0.4,15.7,0.4,"Ukraine",NA,NA,NA,NA,NA,NA,NA,"Ukraine",NA,"Ukraine",598.3679,"Ukraine",0,-0.126262626262626,-0.1,-0.123595505617977,-0.111111111111111,0.087082935758739,0.906774979819808,106.577675343413,1365.28424608108,0.114288715213075,1.46406441951825,0.0388595158280358,0.000184233795655153,3691701191,3.86752820323807
